Name,Brand,Description,Notes,Cleaned_Description
ambre sultan eau de parfum,Serge Lutens," Mysterious and strangely moving, Ambre Sultan is the antithesis of the golden, powdery ambers you may be familiar with.  This stunning fragrance is deep, resinous scent, loaded with spices, deep amber, earthy patchouli, dark resins and quiet vanilla, all of which combine to make a visceral and raw scent experience.  It's a trip to a Bedouin tent in a desert far away and stealing a look inside...thick incense burning on coal with spices filling the air, mysterious eyes flashing and a very real feeling that you've never smelled anything like this magnificent amber perfume before.  A devilishly dark aroma that goes beyond sensual or coy, Ambre Sultan is flat out oozing sexuality, deeply exotic and utterly, totally and completely unforgettable.  Once you smell it, it will haunt your dreams until you find your way back to it."," coriander, amber, oregano, bay leaf, myrtle, angelica root, sandalwood, patchouli, benzoin, vanilla",mysterious strangely move ambre sultan antithesis golden powdery amber may familiar stunning fragrance deep resinous scent loaded spice deep amber earthy patchouli dark resin quiet vanilla combine make visceral raw scent experience trip bedouin tent desert far away steal look insidethick incense burn coal spice fill air mysterious eye flash real feel never smell anything like magnificent amber perfume devilishly dark aroma go beyond sensual coy ambre sultan flat oozing sexuality deeply exotic utterly totally completely unforgettable smell haunt dream find way back
tubereuse couture eau de parfum,"Pierre Guillaume Paris, Parfumerie Generale"," Created in the spirit of High Fashion, Tubereuse Couture is an exotic and elegant fragrance, which contrasts the creamy beauty of tuberose with the mouthwatering, green sweetness of kalamanzi and sugar cane. The striking juxtaposition starts in the top notes, where the tangy fruitiness of citrus is combined with the languorous floral notes of tuberose and ylang-ylang. Ylang-ylang is apparent at all stages of the scent's development and serves to emphasize and strengthen the velvety, enveloping quality of the tuberose. The sugar cane, on the other hand, adds a fresh aspect to the composition, keeping it from becoming overwhelmingly heady and buttery-sweet, as so many tuberose scents are prone to do. The base notes of Tubereuse Couture are resinous, a little powdery,  and like the rest of this fashionable blend, very refined."," kalamanzi oil, green jasmine shoots, ylang-ylang, sugar cane, Indian tuberose, Sumatra benzoin, papyrus.",create spirit high fashion tubereuse couture exotic elegant fragrance contrast creamy beauty tuberose mouthwatere green sweetness kalamanzi sugar cane strike juxtaposition start top note tangy fruitiness citrus combine languorous floral note tuberose ylangylang ylangylang apparent stage scent development serve emphasize strengthen velvety envelop quality tuberose sugar cane hand add fresh aspect composition keep become overwhelmingly heady butterysweet many tuberose scent prone base note tubereuse couture resinous little powdery like rest fashionable blend refined
anne pliska - eau de parfum,Anne Pliska," What makes a niche fragrance a classic?  It must be timeless, beautifully crafted, sophisticated and sexy. AnnÃ© Pliska has it all. She is that little black dress - your secret weapon. Confident and sexy, the world at the tips of her fingers. When she walks into a room people take notice. Bergamot takes the opening bow while a warm opulent amber envelopes orange, vanilla and musk folding them into sheer amber perfection. Geraniums take center stage flushed with a touch of patchouli. Make no mistake, AnnÃ© Pliska is one confident charmer with presence and elegance. A classic."," Bergamot, amber, patchouli, geranium, musk, vanilla",make niche fragrance classic must timeless beautifully craft sophisticated sexy anna pliska little black dress secret weapon confident sexy world tip finger walk room people take notice bergamot take opening bow warm opulent amber envelope orange vanilla musk fold sheer amber perfection geraniums take center stage flush touch patchouli make no mistake anna pliska one confident charmer presence elegance classic
amaze parfum eau de parfum,People of the Labyrinths," To say this fragrance has been highly anticipated would be an understatement. The first fragrance from People of the Labyrinths, Luctor et Emergo, has a rabid cult following that includes all of us here at Luckyscent and we've spent hours discussing what this line's new scent would be like incredibly complex,cutting edge,something no one expects! And that last one would be correct, because none of us expected a simple, elegant rose scent.  Saffron and henna warm up the opening and there are soft woods and musk in the mix, but mostly there is rose. Not a bouquet of roses or a rose garden, but a single, perfect, magical rose that we can envision clearly --- it's the enchanted rose inBeauty and the Beast floating in its glass dome, wondrous and eternal and glowing. Initially the rose is a bit forceful, but as you wear A*MAZE  it melts into your skin and becomes warm and powdery and subtle, as if you just emerged from a rose petal bath. This is a must-try for rose lovers, and you know who you are, but it will also have a lot of appeal for those who enjoy soft, clean fragrances because the drydown is essentially a rosy skin scent. It has even earned the love of one staffer who has sworn repeatedly that she would never wear a rose fragrance. We told you it was enchanting."," Henna, Saffron, Taif Rose, Orange Blossom, Wardia Rose, Agarwood, Sandalwood, Musk, Civet.",say fragrance highly anticipate would understatement first fragrance people labyrinth luctor et emergo rabid cult follow include us luckyscent spend hour discuss line new scent would like incredibly complexcutte edgesomethe no one expect last one would correct none us expect simple elegant rise scent saffron henna warm opening soft wood musk mix mostly rise not bouquet rose rise garden single perfect magical rise envision clearly enchant rise inbeauty beast float glass dome wondrous eternal glow initially rise bit forceful wear amaze melt skin become warm powdery subtle emerge rise petal bath musttry rise lover know also lot appeal enjoy soft clean fragrance drydown essentially rosy skin scent even earn love one staffer swear repeatedly would never wear rise fragrance tell enchanting
ambre russe eau de parfum,Parfum d'Empire," The moment we smelled Ambre Russe, we knew that we found our new Holy Grail amber scent. It is a baroque, luxurious perfume; its very notes spell excess. The legendary wealth of the Tsars, the rivers of vodka and champagne, the tea and honey, the sinful leather, the incense burned as an atonement for one's sins  it's all here. As rich as it sounds, however, the fragrance is not heavy or overwhelming; the lavish notes are blended masterfully, smoothly, in a composition that is warm, sensual and comforting. After the initial hot blast of amber and incense, a velvety, honey-like accord becomes apparent, along with the feisty and exhilarating 'boozyness', which lightens the mood of this dark brew. The tea note, combined with spices and leather, adds very enjoyable smokiness and emphasizes the full-bodied, darkly-ornate character of Ambre Russe. This is an extravagant, captivating perfume, quite unlike any other scent we have ever experienced."," tea, incense, vodka, champagne, cumin, coriander, cinnamon, ambergris, vanilla, leather",moment smell ambre russe know find new holy grail amber scent baroque luxurious perfume note spell excess legendary wealth tsar river vodka champagne tea honey sinful leather incense burn atonement one sin rich sound however fragrance not heavy overwhelming lavish note blend masterfully smoothly composition warm sensual comfort initial hot blast amber incense velvety honeylike accord become apparent along feisty exhilarate boozyness lightens mood dark brew tea note combine spice leather add enjoyable smokiness emphasizes fullbodie darklyornate character ambre russe extravagant captivate perfume quite unlike scent ever experienced
cuir ottoman eau de parfum,Parfum d'Empire," Cuir Ottoman, inspired by 'the erotism and the mystery of the East', is a leather perfume extraordinaire, forceful, elegant and extremely sensual. The powerful impact of the leather is softened by a bright and sweet orris note and ornamented beautifully by jasmine, herbs and incense. A sweet, balsamic leitmotif is always present in the background, perfectly balancing the  potent brutality of leather. The scent, which is slightly animalic, resinous and warm, does indeed evoke the Ottoman splendor, dirt and sensuality. Mysterious, alluring and full of character, Cuir Ottoman is one of our most favorite leather scents."," jasmine, leather, iris, benzoin, balsams, resins, incense",cuir ottoman inspire erotism mystery east leather perfume extraordinaire forceful elegant extremely sensual powerful impact leather soften bright sweet orris note ornamented beautifully jasmine herbs incense sweet balsamic leitmotif always present background perfectly balance potent brutality leather scent slightly animalic resinous warm indeed evoke ottoman splendor dirt sensuality mysterious alluring full character cuir ottoman one favorite leather scent
eau suave eau de parfum,Parfum d'Empire," Eau Suave was inspired by Empress Josephine, Napoleon's one true love, and her affection for roses. Sophisticated and warm, Eau Suave is the scent of dark-red flowers basking in the golden glow of spices, sweetened by honeyed apricots, peaches and raspberries. Sensual, decadent and oh so elegant, Eau Suave is one of the most gorgeous rose scents we have ever encountered. Complex and multi-faceted, this noble beauty is not your average rose soliflore. Absolutely exquisite."," pepper, coriander, saffron, Rose de Malmaison, apricot, raspberry, peach, vanilla and musk",eau suave inspire empress josephine napoleon one true love affection rose sophisticated warm eau suave scent darkre flower basking golden glow spice sweeten honey apricot peach raspberry sensual decadent oh elegant eau suave one gorgeous rise scent ever encounter complex multifacete noble beauty not average rise soliflore absolutely exquisite
iskander eau de parfum,Parfum d'Empire," Iskander, dedicated to Alexander the Great, is a bracing and fresh fragrance with a slightly spicy and surprisingly warm and earthy undertone. The citrus notes are bright and tangy, the spices are sweetly-piquant, and the musk has an animalic side that we adore. The base of Iskander, with its oakmoss and amber, displays an unexpected, chypre-like, quality and a classic, understated elegance. Minimalist, uncluttered and full of character, Iskander is a scent truly worthy of the Great Conqueror himself."," citron, mandarin, grapefruit, estragon, coriander, orange blossom, oakmoss,  amber and musk",iskander dedicated alexander great brace fresh fragrance slightly spicy surprisingly warm earthy undertone citrus note bright tangy spice sweetlypiquant musk animalic side adore base iskander oakmoss amber display unexpected chyprelike quality classic understate elegance minimalist uncluttered full character iskander scent truly worthy great conqueror
soavissima eau de parfum,Profumum," Elegant and gentle, this is the slipper-footed princess of powder scents tiptoeing about her boudoir, draped in gleaming satin with a flounce of lacy sweetness following her in a puff. Delicate, powdery white flowers with a rose-like air melt seamlessly into powdery amber and are enhanced with ... well, more powder. Yes, there is a lot of powder here and it's all blended with a deft hand that emphasizes its soft, refined femininity. As the initial puffy cloud aspect settles, this dries down to a warm and nostalgic comfort scent that lives up to its name, which translates assuper smooth. Ladylike and lovely."," powdery notes, white flowers, amber",elegant gentle slipperfoote princess powder scent tiptoe boudoir drape gleam satin flounce lacy sweetness follow puff delicate powdery white flower roselike air melt seamlessly powdery amber enhance well powder yes lot powder blend deft hand emphasizes soft refined femininity initial puffy cloud aspect settle dry warm nostalgic comfort scent life name translate assuper smooth ladylike lovely
confetto eau de parfum,Profumum," An absolutely gorgeous rendition of almond that teases us with glimpses of bitterness glittering darkly behind the expected sweetness, keeping us unsettled and intrigued and coming back for more. Not that sweetness isn't present in Confetto  it's there, but it's complicated. Without its frequent companions vanilla and rose, almond is less of a comfort food and more of a provocative elixir. A pronounced anise note coaxes out its sensuous side and a soft bed of amber and musk lead it even further away from candyland. For us, Confetto's mesmerizing blend of sugar and shadow created an instant craving and left us weak in the knees. Bewitching."," sugared almond, amber, musk, hint of anise",absolutely gorgeous rendition almond tease us glimpses bitterness glitter darkly behind expect sweetness keep us unsettle intrigue come back not sweetness not present confetto complicated without frequent companion vanilla rise almond less comfort food provocative elixir pronounce anise note coaxes sensuous side soft bed amber musk lead even away candyland us confettos mesmerize blend sugar shadow create instant craving left us weak knee bewitching
dulcis in fundo eau de parfum,Profumum," This opens with a very fresh, very sweet orange, like a clementine being peeled, complete with the tangy sharpness of citrus oil on your fingers. Then the sweetness intensifies and becomes richer, as if drizzled with Grand Marnier, and a billowy dollop of luscious, creamy, unadulterated vanilla tops it all off. Warm and brazenly sweet, this ambrosial blend is for the woman who wants to smell delicious. This is dessert at its irresistible best: whipped cream being licked off fingers, fits of giggles fueled by liqueur, suggestive whispers over shared spoonfuls. We suspect that more is going on here than citrus and vanilla (some say a saucy little apricot was involved) but perhaps it is just a citrus and a vanilla that get along exceedingly well. Delectable."," Citrus fruits, Mexican vanilla",open fresh sweet orange like clementine peel complete tangy sharpness citrus oil finger sweetness intensifie become rich drizzle grand marnier billowy dollop luscious creamy unadulterated vanilla top warm brazenly sweet ambrosial blend woman want smell delicious dessert irresistible good whip cream lick finger fit giggle fuel liqueur suggestive whisper share spoonful suspect go citrus vanilla say saucy little apricot involve perhaps citrus vanilla get along exceedingly well delectable
fumidus eau de parfum,Profumum," Fumidus means smoky, and smoky it is. The smokiness of aged Laphroaig scotch served neat, It is also earthy  the earthiness of rich, freshly tilled land surrounded by uncut forest. Deep and magnetic and commanding, this blend of rich peat, grassy vetiver and brisk birch conjures up a vast estate and its moody young lord making his way through the fog on an unruly stallion. It's outdoorsy, but in a way that makes it clear that you don't just work in the forest, you own that forest yourself, along with a good bit of grassland and quite possibly a castle. Unmistakably masculine and very sexy."," Essence of distilled scotch, vetiver root, birch bark",fumidus mean smoky smoky smokiness aged laphroaig scotch serve neat also earthy earthiness rich freshly till land surround uncut forest deep magnetic command blend rich peat grassy vetiver brisk birch conjure vast estate moody young lord make way fog unruly stallion outdoorsy way make clear not work forest forest along good bit grassland quite possibly castle unmistakably masculine sexy
cardinal eau de parfum,HEELEY," A mesmerizing incense blend that comes dangerously close to putting us into an actual trance. It conjures up a grand, stone-walled cathedral -- not dark, dank or gloomy, but a place of light, majesty and infinite calm. We can envision the dreamy tendrils of smoke rising through sunlight streaming in the stained glass windows and feel the reassuring warmth of wood and sun-warmed stone. Airy incense and resinous cistus intermingle with the deep, sweet earthiness of patchouli and vetiver, creating a fragrance that is both spiritual and grounded. Fans of Comme des Garcon's Incense series (particularly Kyoto and Avignon)  will want to try this, as well anyone who has been longing for an incense scent without gothic overtones. Warm and reassuring."," incense, cistus, grey amber, patchouli, vetiver",mesmerize incense blend come dangerously close put us actual trance conjure grand stonewall cathedral not dark dank gloomy place light majesty infinite calm envision dreamy tendril smoke rise sunlight streaming stain glass windows feel reassure warmth wood sunwarmed stone airy incense resinous cistus intermingle deep sweet earthiness patchouli vetiver create fragrance spiritual ground fan comme des garcon incense series particularly kyoto avignon want try well anyone longing incense scent without gothic overtone warm reassure
vanille absolu eau de parfum,Montale," Smooth and sweet, silky and enveloping, Vanille Absolu is everything you could ever desire in an upscale vanilla: swirly folds of boozy vanilla are set off and enhanced by soft woods and a touch of cinnamon and clove. It's more like the pure distilled essence of a true vanilla bean pod than the wafer cookie vanillas that have flooded the market in the last few years, but make no mistake: this beauty flaunts its sweet depths with wild abandon and really doesn't care who's looking. A refined vanilla without being snooty, we can think of several perfumes that trumpetvanilla in their name then try to bury the note under a pile of florals or other notes in an effort to beclassy.  Montale got it right  there's a reason so many of us love the smell of vanilla, and Vanille Absolu is it.  It's one of the best pure, elegant vanillas on the market. Period."," vanilla, cinnamon, clove, woods",smooth sweet silky envelop vanille absolu everything could ever desire upscale vanilla swirly fold boozy vanilla set enhance soft wood touch cinnamon clove like pure distil essence true vanilla bean pod wafer cookie vanilla flood market last year make no mistake beauty flaunt sweet depth wild abandon really not care look refined vanilla without snooty think several perfumes trumpetvanilla name try bury note pile floral note effort beclassy montale get right reason many us love smell vanilla vanille absolu one good pure elegant vanilla market period
wood and spices eau de parfum,Montale," A new interpretation on a timeless men's combination (wood and spice), Montale continues to break new ground in finding gorgeous, fragrant ways to surprise us all.  It's both professional and sexy, a wonderfully confusing mix of freshness and depth.  We're quite certain that the notes given to us by Montale are missing an ingredient or two, but if we had to guess, we'd say there's a mysterious citrus in here as a topnote, and we love it. Like the cut of a perfectly tailored shirt worn by a man with confidence who really couldn't care less about decking himself out in the newest, weirdest fashion, Wood & Spices is a very real, modern scent. This one will turn heads  but not because it's freaky, but because it's loaded with class and easy elegance."," ebony, sandalwood, vetiver; incense, cardamom, spices",new interpretation timeless men combination wood spice montale continue break new ground find gorgeous fragrant ways surprise us professional sexy wonderfully confusing mix freshness depth quite certain note give us montale miss ingredient two guess would say mysterious citrus topnote love like cut perfectly tailor shirt wear man confidence really could not care less deck new weird fashion wood spice real modern scent one turn head not freaky loaded class easy elegance
intense tiare eau de parfum,Montale," Lush and sweet tiarÃ© flowers are the star of this little slice of paradise, and their voluptuous nature unfurls in a tender, delicate glory that thrilled us with its island charms (and made us want to buy a plane ticket straight to a tropical island). Soft, creamy and sweet, just close your eyes and you're on a white sand beach, breathing in the sweet, hypnotic smell of the native flowers. TiarÃ© is a variety of gardenia, but stands alone from other gardenias as a completely unique flower native to Tahitiif you've found island loves with beautiful scents like Monyette Paris, we think you just may fall head over heels with Intense TiarÃ©. Totally captivating, this queen of the gardenias fragrance is pure swoon-in-a-bottle."," tiare, ylang-ylang, vanilla, coconut milk, jasmine, roses",lush sweet tiara flower star little slice paradise voluptuous nature unfurls tender delicate glory thrill us island charm make us want buy plane ticket straight tropical island soft creamy sweet close eye white sand beach breathing sweet hypnotic smell native flower tiara variety gardenia stand alone gardenias completely unique flower native tahitiif find island love beautiful scent like monyette paris think may fall head heel intense tiara totally captivate queen gardenias fragrance pure swooninabottle
black aoud eau de parfum,Montale," Black Aoud is a dramatic fragrance  but don't confuse that with overly strong.  It's medium bodied and very rich, a bubbling potion of velvety rose and the old leather feel of labdanum, mixed with mystical oud tree oils.  It's a rare journey somewhere where you've probably never been and will beg to return to...all it takes is a little whiff of this amazing, rare elixir.  If you seek a deeply incensed rose and sandalwood fragrance, one that would have scented the brightly dyed pillows of a harem, you need look no further."," Red rose, aoud, labdanum, sandalwood",black aoud dramatic fragrance not confuse overly strong medium bodied rich bubble potion velvety rise old leather feel labdanum mixed mystical oud tree oil rare journey somewhere probably never beg return toall take little whiff amazing rare elixir seek deeply incense rise sandalwood fragrance one would scent brightly dye pillow harem need look no
aoud cuir d'arabie eau de parfum,Montale," Oud Cuir d'Arabie is a classy whip crackin' leather,  apay attention to me leather, a seductive and carnal perfume which demands a wearer with the personality to make it their own and then, look out world! The notes of oud are on full display in all their strength and softness in this scent, a truly rare thing to behold in Western perfumery. Strong in character but soft and supple in actual fragrance, Oud Cuir d'Arabie traps you with its initial opening, taking you from a raw leather straight into soft, buttery glove-like leather. By then, you're completely hooked...and when the oud warms to your skin and begins to thrill you with its unique, resinous nature, you're completely, utterly, willingly enslaved."," tobacco, leather and burnt wood dry notes, here the Oud produces all of its strength and softness.",oud cuir darabie classy whip crackin leather apay attention leather seductive carnal perfume demand wearer personality make look world note oud full display strength softness scent truly rare thing behold western perfumery strong character soft supple actual fragrance oud cuir darabie trap initial opening take raw leather straight soft buttery glovelike leather completely hookedand oud warm skin begin thrill unique resinous nature completely utterly willingly enslave
l'eau de circe eau de parfum,"Pierre Guillaume Paris, Parfumerie Generale"," The legend of Circe, an enchantress in the mythological tale of the Odyssey, greatly inspired the perfumer: She caused the loss of Ulysses' companions through her magic spells. Eau de CircÃ© is a 'magic potion' exploring a new kind of Oriental perfume: light, aerian with transparency, an evanescent oriental. Captivating and magnetic, it draws it mystery from a precious floral blend of Absolute of Damask Rose, Jasmine, Osmanthus, Orchid, Ylang-ylang, white Peach leaves and Tangerine. Sensual and scheming with Patchouli, Wood and Amber, the warm, caressing Honey Balm brings light and delicate sweetness to the scent."," Damask rose, jasmine, osmanthus, orchid, ylang-ylang, white peach leaf, tangerine, patchouli, wooden accords, and amber",legend circe enchantress mythological tale odyssey greatly inspire perfumer cause loss ulysse companion magic spell eau de circa magic potion explore new kind oriental perfume light aerian transparency evanescent oriental captivate magnetic draws mystery precious floral blend absolute damask rise jasmine osmanthus orchid ylangylang white peach leave tangerine sensual scheming patchouli wood amber warm caress honey balm bring light delicate sweetness scent
premier figuier extreme eau de parfum,L'Artisan Parfumeur," Glossy green leaves and succulent ripe figs meld together in this innovative, award-winning scent. Milky, warm and earthy, this is one of the best fig fragrances around. It captures the essence of the entire fig tree, with lasting green and woody notes anchoring the mouth-watering sweetness of the fruit itself. Unusual and memorable."," fig, fig leaf, milk of almond, sandalwood, coconut",glossy green leave succulent ripe fig meld together innovative awardwinne scent milky warm earthy one good fig fragrance around capture essence entire fig tree last green woody note anchoring mouthwatere sweetness fruit unusual memorable
brulure de rose eau de parfum,"Pierre Guillaume Paris, Parfumerie Generale"," A stylistic composition dedicated to the Rose, surrounded by metallic and powdery tones. To start with, an aromatic note of Brazilian rosewood and greenery. The magic of a perfume within a perfume, an ever-changing harmony which we have called 'Rose Day' recalling the flower's life cycle: the fresh, pearly, almost lemon-scented bud, then the new bloom, subtly modulating from the ethereal fragrance at its heart to the romance of its petals. Finally the mature flower, a potent trail of fragrance-- warm and heady-- all these elements are blended with rose amber and raspberry musk by a velvety harmony of vanilla and cocoa.","Brazilian Rosewood, Rose Buds, Litchi, Raspberry, Sandalwood, Amber, Vanilla, Cocoa",stylistic composition dedicated rise surround metallic powdery tone start aromatic note brazilian rosewood greenery magic perfume within perfume everchange harmony call rise day recall flower life cycle fresh pearly almost lemonscente bud new bloom subtly modulate ethereal fragrance heart romance petal finally mature flower potent trail fragrance warm heady element blend rise amber raspberry musk velvety harmony vanilla cocoa
cuir venenum eau de parfum,"Pierre Guillaume Paris, Parfumerie Generale"," We are almost tempted to not tell you how fabulous it is so we can store all the bottles in the world in our own private collections and never, ever share a drop. Cuir Venenum is a somber and opulent brew, utterly captivating and, pardon us while we furiously blush, but truly, madly and deeply erotic.  Sweet, soft leather...none of the whip me' strong notes of a new, brash leather. This is soft, expensive leathermixed with a honeyed burnt jam' musk and a sweet, sacred myrrh. And into that sensual and holy mix is added absolute of orange blossom...but it's not a distracting mix of heady blossoms.  It's the distilled essence, the true heart of this rich, orange flower scent, and one that takes Cuir into the realm of pure fantasy. A magic elixir for either men or women...unbridled sensuality like this knows no gender."," leather, absolute of orange blossom, myrrh, citrus, cedar, coconut, honeyed musk",almost tempt not tell fabulous store bottle world private collection never ever share drop cuir venenum somber opulent brew utterly captivate pardon us furiously blush truly madly deeply erotic sweet soft leathernone whip strong note new brash leather soft expensive leathermixed honey burn jam musk sweet sacred myrrh sensual holy mix add absolute orange blossombut not distract mix heady blossom distil essence true heart rich orange flower scent one take cuir realm pure fantasy magic elixir either man womenunbridle sensuality like know no gender
coze eau de parfum,"Pierre Guillaume Paris, Parfumerie Generale"," Sweetly dark and definitely dangerous, CozÃ©'s base notes are ebony wood, dry chocolate and bourbon vanilla pods...just thought we'd warn you in case there was any sort of spontaneous swooning when you apply it.  Intended as a men's scent (but we think of it more as a unisex perfume), CozÃ© is the first to feature Indian canapa sativa seed oil, otherwise known as hemp.  PG has the exclusive rights to this new extraction of the oil, which presents itself as a captivating rich, warm, super spicy wood.  Heating things up are a pulsating pepper, pimento and coffee, fused with the aforementioned chocolate and vanilla.  A dark nectar of the gods."," canapa sativa seed oil, pepper, pimento, coffee, ebony wood, chocolate, bourbon vanilla pods",sweetly dark definitely dangerous cozas base note ebony wood dry chocolate bourbon vanilla podsjust think would warn case sort spontaneous swoon apply intend men scent think unisex perfume coza first feature indian canapa sativa seed oil otherwise know hemp pg exclusive right new extraction oil present captivate rich warm super spicy wood heating thing pulsate pepper pimento coffee fuse aforementioned chocolate vanilla dark nectar god
miss marisa perfume spray eau de parfum,Ebba," Everyone knows someone like Miss Marisa. Pretty without working at it, smart without being a show-off. In high school, she was the girl who could hang with anybody - geeks, jocks or the popular crowd. Beloved by all and totally cool. A unique and dazzlingly fresh fragrance with dancing notes of cassis and cool mint. Brilliant. We can't get enough of this!"," plum blossom, cassis, fresh mint, waterlily",everyone know someone like miss marisa pretty without work smart without showoff high school girl could hang anybody geeks jock popular crowd beloved totally cool unique dazzlingly fresh fragrance dance note cassis cool mint brilliant not get enough
miss marisa tropical perfume spray eau de parfum,Ebba," Miss Marisa fans rejoice! Marisa Tropical adds a juicy twist to one of our most popular fragrances: Miss Marisa. Ebba's latest addition to the Marisa series is blended with juicy mango and creamy coconut to balance out the ginger and peach in this fruity, invigorating perfume. Seeking a fresh and flirty fragrance? Look no further!"," mango, coconut, ginger, peach, waterlilly, casis",miss marisa fan rejoice marisa tropical add juicy twist one popular fragrance miss marisa ebbas late addition marisa series blend juicy mango creamy coconut balance ginger peach fruity invigorate perfume seek fresh flirty fragrance look no
fiore d'ambra eau de parfum,Profumum," An unrushed and langorous amber  with dreamy wisps of opium... unmade beds and staying up all hours... long conversations with whispers and giggles and wine... days that start in the afternoon.  A trace of smooth vanillic sweetness makes this too cozy to be outright wicked, but we strongly suspect that it is up to no good. Playfully spicy in the opening, this stretches out like a sleepy cat and becomes mellow, creamy and mesmerizing. Sensuous without being overpowering, this is an exceptionally easy-to-wear  and versatile amber. It's amazing on both men and women, it works for day or at night. A stunner."," amber gris, opium",unrushed langorous amber dreamy wisps opium unmade bed stay hour long conversation whisper giggle wine day start afternoon trace smooth vanillic sweetness make cozy outright wicked strongly suspect no good playfully spicy opening stretch like sleepy cat become mellow creamy mesmerize sensuous without overpower exceptionally easytowear versatile amber amazing man woman work day night stunner
thundra eau de parfum,Profumum," A solitary walk through a cool, damp forest, just after the rain. You can smell the rich earth as it drinks in the water, the bark on the trees, the carpet of fallen leaves and wild mint crushed under your feet. An unexpectedly cool and introspective rendition of patchouli, as peaceful and inspiring as the air after a thunderstorm has broken a heat wave. The warm earthiness of the patchouli is perfectly juxtaposed with the equally grounded, but chilly mint to create a unique and surprisingly relaxing fragrance. Thoughtful and serene."," leaves, mint, patchouli, white musk",solitary walk cool damp forest rain smell rich earth drink water bark tree carpet fall leave wild mint crush foot unexpectedly cool introspective rendition patchouli peaceful inspire air thunderstorm break heat wave warm earthiness patchouli perfectly juxtaposed equally ground chilly mint create unique surprisingly relax fragrance thoughtful serene
acqua di sale eau de parfum,Profumum," The soothing thunder of waves crashing against the shore,  the tang of briny air, salt and sand and shells it's all here in  the most realistic ocean scent we have ever encountered. You can almost hear the gulls and feel the cool mist on your face. This is a not a vague watery floral or a beachy blast of tanning lotion this is the ocean itself. Soft woods keep Aqua di Sale from ever becoming harsh or stridently ozonic and there is an undercurrent of extremely subtle sweetness. Instead of a beach teeming with sun bronzed bodies and ice cream vendors, picture a wild, unpopulated stretch of coastline where you can feel the power of the sea and the serenity of being far from the madding crowd."," aroma of salt on the skin, myrtle, cedarwood, marine algae",soothe thunder wave crash shore tang briny air salt sand shell realistic ocean scent ever encounter almost hear gull feel cool mist face not vague watery floral beachy blast tan lotion ocean soft wood keep aqua di sale ever become harsh stridently ozonic undercurrent extremely subtle sweetness instead beach teem sun bronze body ice cream vendor picture wild unpopulated stretch coastline feel power sea serenity far mad crowd
ichnusa eau de parfum,Profumum," An homage to the unspoiled beauty of Sardinia, an island between Italy and Tunisia. Imagine a long stretch of rugged coastline, the crash of emerald waves against the rocky shore and a hot summer wind stirring up all the tantalizing scents of the amazing Mediterranean flora. The predominant note here is fig  a warm, dry fig with a deep, satisfying sweetness that mingles with wood, freshly cut grass and sharp myrtle. This smells like the last days of summer , when green has turned to gold and fruit is ripening in the bright sun. Very different from green or milky fig scents, this wild and windswept version is a must-try for all fig lovers."," myrtle, fig-tree wood, cut grass",homage unspoile beauty sardinia island italy tunisia imagine long stretch rugged coastline crash emerald wave rocky shore hot summer wind stir tantalizing scent amazing mediterranean flora predominant note fig warm dry fig deep satisfy sweetness mingle wood freshly cut grass sharp myrtle smell like last day summer green turn gold fruit ripen bright sun different green milky fig scent wild windswept version musttry fig lover
acqua e zucchero eau de parfum,Profumum," Like waking up from a dream of eating something delicious with the taste still lingering on your tongue- sweet, elusive and ambrosial. The ephemeral beauty of orange blossom- an especially lovely and true orange blossom, by the way- is dipped in vanilla and sugar and laced with a dash of just-on-the-verge-of-tart wild berries. As airy as a meringue, as fragile as first love, this feels like honey melting in your mouth. But don't worry- although this captures the sensation of fleeting beauty, the fragrance itself isn't fleeting. Acqua e Zucchero (Sugar Water) is like the memory of that first love, it stays with you awhile. Exquisitely delicious."," orange blossom, wild berries, vanilla",like wake dream eat something delicious taste still linger tongue sweet elusive ambrosial ephemeral beauty orange blossom especially lovely true orange blossom way dip vanilla sugar lace dash justonthevergeoftart wild berry airy meringue fragile first love feel like honey melt mouth not worry although capture sensation fleeting beauty fragrance not fleeting acqua e zucchero sugar water like memory first love stay awhile exquisitely delicious
patchouly eau de parfum,Profumum," A devastatingly rich and earthy take on patchouli that fully exploits its profound and powerful nature.  Amber helps bring out its irresistible, chewy sweetness that is just this side of narcotic, sandalwood accentuates its warm heart and incense wraps it all in a veil of intrigue. This is like opening a forgotten trunk found in the attic of an old manor, and discovering a bewitching mix of memories and treasures. The scent of warm, dry wood envelops you as a honeyed swirl of memories flit about like smoke. Deep and evocative."," Patchouli, amber, sandalwood, incense",devastatingly rich earthy take patchouli fully exploit profound powerful nature amber help bring irresistible chewy sweetness side narcotic sandalwood accentuate warm heart incense wraps veil intrigue like opening forget trunk find attic old manor discover bewitching mix memories treasure scent warm dry wood envelop honey swirl memories flit like smoke deep evocative
santalum eau de parfum,Profumum," A much as we love to wax poetic, sometimes a straightforward approach works best. To put it simply, this is an extremely well done sandalwood. Deep, with a cello-like resonance, regal and reassuring everything you want sandalwood to be. There is a bit of incense and a bit of cinnamon, but the star of this show is sandalwood in all its noble glory. And really, when something is that magnificent, who could ask for anything more?"," Sandalwood, myrrh, cinnamon",much love wax poetic sometimes straightforward approach work good put simply extremely well sandalwood deep cellolike resonance regal reassure everything want sandalwood bit incense bit cinnamon star show sandalwood noble glory really something magnificent could ask anything
